datetime,portfolio_value,cash,price
2023-01-01 07:00:00,100000.0,100000.0,16541.04
2023-01-01 08:00:00,99900.53889900513,4981.174699414307,16527.0
2023-01-01 09:00:00,99818.18011140774,4981.174699414307,16512.66
2023-01-01 10:00:00,99964.28942496963,4981.174699414307,16538.1
2023-01-01 11:00:00,100019.82704533692,4981.174699414307,16547.77
2023-01-01 12:00:00,100072.43558748421,4981.174699414307,16556.93
2023-01-01 13:00:00,100108.79061715586,4981.174699414307,16563.26
2023-01-01 14:00:00,100023.96221458868,4981.174699414307,16548.49
2023-01-01 15:00:00,100003.51609995501,4981.174699414307,16544.93
2023-01-01 16:00:00,100085.30055848965,4981.174699414307,16559.17
2023-01-01 17:00:00,100127.5137446013,4981.174699414307,16566.52
2023-01-01 18:00:00,100242.9538862127,4981.174699414307,16586.62
2023-01-01 19:00:00,100322.90049174658,4981.174699414307,16600.54
2023-01-01 20:00:00,100343.51890509907,4981.174699414307,16604.13
2023-01-01 21:00:00,100354.37372438492,4981.174699414307,16606.02
2023-01-01 22:00:00,100364.99881204565,4981.174699414307,16607.87
2023-01-01 23:00:00,100339.1540042222,4981.174699414307,16603.37
2023-01-02 00:00:00,100438.11090173289,4981.174699414307,16620.6
2023-01-02 01:00:00,100215.2137924822,4981.174699414307,16581.79
2023-01-02 02:00:00,100096.95943846335,4981.174699414307,16561.2
2023-01-02 03:00:00,100252.88977899816,4981.174699414307,16588.35
2023-01-02 04:00:00,100691.56231712151,4981.174699414307,16664.73
2023-01-02 05:00:00,100553.26387881294,4981.174699414307,16640.65
2023-01-02 06:00:00,100608.5717675551,4981.174699414307,16650.28
2023-01-02 18:00:00,100986.71002246531,4981.174699414307,16716.12
2023-01-02 19:00:00,101038.39963811221,4981.174699414307,16725.12
2023-01-02 20:00:00,101104.61977904654,4981.174699414307,16736.65
2023-01-02 21:00:00,101072.97424768937,4981.174699414307,16731.14
2023-01-02 22:00:00,101253.14127467194,4981.174699414307,16762.51
2023-01-03 00:00:00,100697.65020518661,4981.174699414307,16665.79
2023-01-03 03:00:00,100740.43772036099,4981.174699414307,16673.24
2023-01-03 05:00:00,100808.09368395215,4981.174699414307,16685.02
2023-01-03 06:00:00,101114.21107439433,4981.174699414307,16738.32
2023-01-03 07:00:00,101049.94365227337,4981.174699414307,16727.13
2023-01-03 08:00:00,101093.76495976067,4981.174699414307,16734.76
2023-01-03 09:00:00,100994.34859899982,4981.174699414307,16717.45
2023-01-03 10:00:00,101152.57625578559,4981.174699414307,16745.0
2023-01-03 11:00:00,101040.40978983183,4981.174699414307,16725.47
2023-01-03 12:00:00,101022.95018632442,4981.174699414307,16722.43
2023-01-03 13:00:00,100956.27058213993,4981.174699414307,16710.82
2023-01-03 14:00:00,101050.23081680473,4981.174699414307,16727.18
2023-01-03 15:00:00,100747.67426655155,4981.174699414307,16674.5
2023-01-03 16:00:00,100744.11342636254,4981.174699414307,16673.88
2023-01-03 17:00:00,100437.8811701078,4981.174699414307,16620.56
2023-01-03 18:00:00,100502.26345804131,4981.174699414307,16631.77
2023-01-03 19:00:00,100583.87561785715,4981.174699414307,16645.98
2023-01-03 20:00:00,100594.38583970536,4981.174699414307,16647.81
2023-01-03 21:00:00,100673.7006832702,4981.174699414307,16661.62
2023-01-03 22:00:00,100692.88327396582,4981.174699414307,16664.96
2023-01-03 23:00:00,100742.10327464293,4981.174699414307,16673.53
2023-01-04 00:00:00,100755.25541017976,4981.174699414307,16675.82
2023-01-04 01:00:00,100670.25470889374,4981.174699414307,16661.02
2023-01-04 02:00:00,100941.96978847763,4981.174699414307,16708.33
2023-01-04 06:00:00,101838.49745541996,4981.174699414307,16864.43
2023-01-04 07:00:00,101936.4205606177,4981.174699414307,16881.48
2023-01-04 12:00:00,101692.9624709208,4981.174699414307,16839.09
2023-01-04 17:00:00,101818.7405356616,4981.174699414307,16860.99
2023-01-04 18:00:00,101947.96457477885,4981.174699414307,16883.49
2023-01-05 10:00:00,101500.38993618297,4981.174699414307,16805.56
2023-01-05 11:00:00,101621.51593551553,4981.174699414307,16826.65
2023-01-05 12:00:00,101642.24921468056,4981.174699414307,16830.26
2023-01-05 14:00:00,101411.77096180167,4981.174699414307,16790.13
2023-01-05 15:00:00,101613.76249316848,4981.174699414307,16825.3
2023-01-05 16:00:00,101711.80046417877,4981.174699414307,16842.37
2023-01-05 17:00:00,101655.45878312367,4981.174699414307,16832.56
2023-01-05 18:00:00,101544.55584110793,4981.174699414307,16813.25
2023-01-05 19:00:00,101719.61133943209,4981.174699414307,16843.73
2023-01-05 20:00:00,101838.26772379485,4981.174699414307,16864.39
2023-01-05 21:00:00,101804.72690653065,4981.174699414307,16858.55
2023-01-05 22:00:00,101754.5305464469,4981.174699414307,16849.81
2023-01-05 23:00:00,101706.40177098899,4981.174699414307,16841.43
2023-01-06 00:00:00,101643.45530571233,4981.174699414307,16830.47
2023-01-06 01:00:00,101805.76069884359,4981.174699414307,16858.73
2023-01-06 02:00:00,101629.44167658138,4981.174699414307,16828.03
2023-01-06 03:00:00,101671.31026525538,4981.174699414307,16835.32
2023-01-06 04:00:00,101661.89126862638,4981.174699414307,16833.68
2023-01-06 05:00:00,101576.83313443408,4981.174699414307,16818.87
2023-01-06 06:00:00,101500.27507037042,4981.174699414307,16805.54
2023-01-06 07:00:00,101380.06799753824,4981.174699414307,16784.61
2023-01-06 08:00:00,101432.61910677924,4981.174699414307,16793.76
2023-01-06 09:00:00,101461.22069410387,4981.174699414307,16798.74
2023-01-06 10:00:00,101393.96676085661,4981.174699414307,16787.03
2023-01-06 11:00:00,101281.91516071539,4981.174699414307,16767.52
2023-01-06 12:00:00,101095.14334951126,4981.174699414307,16735.0
2023-01-06 13:00:00,101038.39963811221,4981.174699414307,16725.12
2023-01-06 14:00:00,101287.9456158742,4981.174699414307,16768.57
2023-01-06 15:00:00,101228.50255788027,4981.174699414307,16758.22
2023-01-06 16:00:00,101714.27007914857,4981.174699414307,16842.8
2023-01-06 17:00:00,101665.79670625304,4981.174699414307,16834.36
2023-01-06 18:00:00,101638.22891124137,4981.174699414307,16829.56
2023-01-07 19:00:00,102257.58537250377,4981.174699414307,16937.4
2023-01-07 20:00:00,102294.687029957,4981.174699414307,16943.86
2023-01-07 21:00:00,102303.01480136678,4981.174699414307,16945.31
2023-01-07 22:00:00,102268.15302725826,4981.174699414307,16939.24
2023-01-07 23:00:00,102246.67312031165,4981.174699414307,16935.5
2023-01-08 00:00:00,102315.76490655966,4981.174699414307,16947.53
2023-01-08 01:00:00,102179.47661997068,4981.174699414307,16923.8
2023-01-08 02:00:00,102209.8586273898,4981.174699414307,16929.09
2023-01-08 03:00:00,102215.14245476703,4981.174699414307,16930.01
2023-01-08 04:00:00,102287.79508120407,4981.174699414307,16942.66
2023-01-08 05:00:00,102251.21031990732,4981.174699414307,16936.29
2023-01-08 06:00:00,102290.14983036132,4981.174699414307,16943.07
2023-01-08 07:00:00,102332.4778822855,4981.174699414307,16950.44
2023-01-08 08:00:00,102349.2482909176,4981.174699414307,16953.36
2023-01-08 09:00:00,102300.48775349068,4981.174699414307,16944.87
2023-01-08 10:00:00,102255.00089172143,4981.174699414307,16936.95
2023-01-08 11:00:00,102251.38261862614,4981.174699414307,16936.32
2023-01-08 12:00:00,102202.16261794904,4981.174699414307,16927.75
2023-01-08 13:00:00,102163.2805404013,4981.174699414307,16920.98
2023-01-08 14:00:00,102237.54128821402,4981.174699414307,16933.91
2023-01-08 15:00:00,102328.11298140866,4981.174699414307,16949.68
2023-01-08 16:00:00,102642.845307792,4981.174699414307,17004.48
2023-01-08 17:00:00,102241.96362199716,4981.174699414307,16934.68
2023-01-08 18:00:00,102169.08126393503,4981.174699414307,16921.99
2023-01-08 19:00:00,102197.62541835336,4981.174699414307,16926.96
2023-01-08 20:00:00,102201.01395982355,4981.174699414307,16927.55
2023-01-08 21:00:00,102433.10033407813,4981.174699414307,16967.96
2023-01-08 22:00:00,102372.22145342734,4981.174699414307,16957.36
2023-01-08 23:00:00,102434.24899220362,4981.174699414307,16968.16
2023-01-09 00:00:00,103390.50688167127,4981.174699414307,17134.66
2023-01-09 01:00:00,103686.688379328,4981.174699414307,17186.23
2023-01-09 14:00:00,103914.12268817438,4981.174699414307,17225.83
2023-01-09 15:00:00,104116.17165244746,4981.174699414307,17261.01
2023-01-09 16:00:00,104199.67909817035,4981.174699414307,17275.55
2023-01-09 17:00:00,104546.40155334849,4981.174699414307,17335.92
2023-01-09 18:00:00,104640.93611707607,4981.174699414307,17352.38
2023-01-09 19:00:00,104616.18253447182,4981.174699414307,17348.07
2023-01-09 23:00:00,103781.3378088681,4981.174699414307,17202.71
2023-01-10 00:00:00,103664.17468006848,4981.174699414307,17182.31
2023-01-10 01:00:00,103871.335173,4981.174699414307,17218.38
2023-01-10 02:00:00,103729.4184615961,4981.174699414307,17193.67
2023-01-10 03:00:00,103681.86401520096,4981.174699414307,17185.39
2023-01-10 04:00:00,103809.13533550488,4981.174699414307,17207.55
2023-01-10 05:00:00,103891.0346598521,4981.174699414307,17221.81
2023-01-10 06:00:00,103951.22434562759,4981.174699414307,17232.29
2023-01-10 07:00:00,103797.64875425001,4981.174699414307,17205.55
2023-01-10 08:00:00,103769.79379470697,4981.174699414307,17200.7
2023-01-10 09:00:00,104057.81981967275,4981.174699414307,17250.85
2023-01-10 10:00:00,104057.99211839159,4981.174699414307,17250.88
2023-01-10 11:00:00,104156.31725393323,4981.174699414307,17268.0
2023-01-10 12:00:00,104067.9854440833,4981.174699414307,17252.62
2023-01-10 13:00:00,103917.8558270822,4981.174699414307,17226.48
2023-01-10 14:00:00,104106.06346094319,4981.174699414307,17259.25
2023-01-10 15:00:00,104227.30432608831,4981.174699414307,17280.36
2023-01-10 16:00:00,104502.8099774863,4981.174699414307,17328.33
2023-01-10 17:00:00,104277.2135216407,4981.174699414307,17289.05
2023-01-10 20:00:00,105100.9162634272,4981.174699414307,17432.47
2023-01-10 21:00:00,105366.14142460206,4981.174699414307,17478.65
2023-01-11 00:00:00,105150.19369701057,4981.174699414307,17441.05
2023-01-11 01:00:00,105290.2151225074,4981.174699414307,17465.43
2023-01-11 03:00:00,104902.02610899918,4981.174699414307,17397.84
2023-01-11 04:00:00,105002.70599369808,4981.174699414307,17415.37
2023-01-11 05:00:00,104954.74951695903,4981.174699414307,17407.02
2023-01-11 06:00:00,104926.20536254067,4981.174699414307,17402.05
2023-01-11 07:00:00,105134.16991616003,4981.174699414307,17438.26
2023-01-11 08:00:00,105179.59934502302,4981.174699414307,17446.17
2023-01-11 09:00:00,105178.22095527245,4981.174699414307,17445.93
2023-01-11 10:00:00,105182.52842324303,4981.174699414307,17446.68
2023-01-11 11:00:00,105131.7577340965,4981.174699414307,17437.84
2023-01-11 12:00:00,105093.85201595546,4981.174699414307,17431.24
2023-01-11 13:00:00,105038.42926140071,4981.174699414307,17421.59
2023-01-11 14:00:00,104977.3780820311,4981.174699414307,17410.96
2023-01-11 15:00:00,104991.85117441224,4981.174699414307,17413.48
2023-01-11 16:00:00,104526.41490196504,4981.174699414307,17332.44
2023-01-11 17:00:00,104627.89884735178,4981.174699414307,17350.11
2023-01-11 18:00:00,104815.47471924376,4981.174699414307,17382.77
2023-01-11 19:00:00,105450.16576648141,4981.174699414307,17493.28
2023-01-11 20:00:00,105869.02395194011,4981.174699414307,17566.21
2023-01-11 21:00:00,105845.30416164883,4981.174699414307,17562.08
2023-01-11 22:00:00,105816.76000723049,4981.174699414307,17557.11
2023-01-11 23:00:00,105881.48689260166,4981.174699414307,17568.38
2023-01-12 00:00:00,108035.10601207662,4981.174699414307,17943.36
2023-01-12 01:00:00,109693.39848389055,104895.98680049373,18190.95
2023-01-12 02:00:00,109700.54279919587,104895.98680049373,18218.04
2023-01-12 03:00:00,109696.92448963555,104895.98680049373,18204.32
2023-01-12 04:00:00,109701.58187643111,104895.98680049373,18221.98
2023-01-12 05:00:00,109699.98633905212,104895.98680049373,18215.93
2023-01-12 06:00:00,109670.697019827,104895.98680049373,18104.87
2023-01-12 07:00:00,109682.4037808607,104895.98680049373,18149.26
2023-01-12 08:00:00,109675.5073672308,104895.98680049373,18123.11
2023-01-12 09:00:00,109680.76341019997,104895.98680049373,18143.04
2023-01-12 10:00:00,109684.21293564085,104895.98680049373,18156.12
2023-01-12 11:00:00,109691.62625063652,104895.98680049373,18184.23
2023-01-12 12:00:00,109695.2471974487,104895.98680049373,18197.96
2023-01-12 13:00:00,109712.32340328181,104895.98680049373,18262.71
2023-01-12 14:00:00,109718.59215096758,104895.98680049373,18286.48
2023-01-12 15:00:00,109648.95551544272,104895.98680049373,18022.43
2023-01-12 16:00:00,109662.77471522118,104895.98680049373,18074.83
2023-01-13 01:00:00,109848.93041269488,104895.98680049373,18780.7
2023-01-13 02:00:00,109857.51730477097,104895.98680049373,18813.26
2023-01-13 03:00:00,109862.99751414877,104895.98680049373,18834.04
2023-01-13 04:00:00,109873.5570706207,104895.98680049373,18874.08
2023-01-13 05:00:00,109860.65035998792,104895.98680049373,18825.14
2023-01-13 06:00:00,109851.87622302934,104895.98680049373,18791.87
2023-01-13 07:00:00,109868.09795925784,104895.98680049373,18853.38
2023-01-13 08:00:00,109860.32861526025,104895.98680049373,18823.92
2023-01-13 09:00:00,109865.66905028914,104895.98680049373,18844.17
2023-01-13 10:00:00,109884.68891074759,104895.98680049373,18916.29
2023-01-13 11:00:00,109912.91278021879,104895.98680049373,19023.31
2023-01-13 12:00:00,109883.40720634065,104895.98680049373,18911.43
2023-01-13 13:00:00,109871.9536214861,104895.98680049373,18868.0
2023-01-13 14:00:00,109868.87331130648,104895.98680049373,18856.32
2023-01-13 15:00:00,109911.0904391793,104895.98680049373,19016.4
2023-01-13 16:00:00,109970.92704676966,104895.98680049373,19243.29
2023-01-13 17:00:00,109938.06688851783,104895.98680049373,19118.69
2023-01-13 18:00:00,109979.86469334394,104895.98680049373,19277.18
2023-01-13 19:00:00,109978.48541061796,104895.98680049373,19271.95
2023-01-13 20:00:00,110000.7359046124,104895.98680049373,19356.32
2023-01-13 21:00:00,110026.93436465043,104895.98680049373,19455.66
2023-01-13 22:00:00,110090.41115558134,8461.787106332313,19841.73
2023-01-13 23:00:00,110164.11621557706,8461.787106332313,19856.12
2023-01-14 00:00:00,110402.85095125462,8461.787106332313,19902.73
2023-01-14 01:00:00,115310.7167252567,8461.787106332313,20860.93
2023-01-14 02:00:00,115706.54209262769,8461.787106332313,20938.21
2023-01-14 03:00:00,115760.47637211032,8461.787106332313,20948.74
2023-01-14 04:00:00,115829.05946824253,8461.787106332313,20962.13
2023-01-14 06:00:00,115217.49698294107,8461.787106332313,20842.73
2023-01-14 07:00:00,115783.6276487733,8461.787106332313,20953.26
2023-01-14 08:00:00,115462.73661272528,8461.787106332313,20890.61
2023-01-15 05:00:00,114522.49770630327,8461.787106332313,20707.04
2023-01-15 06:00:00,114757.28852980594,8461.787106332313,20752.88
2023-01-15 07:00:00,114543.54897778225,8461.787106332313,20711.15
2023-01-15 08:00:00,114641.12238938184,8461.787106332313,20730.2
