datetime,action,price,size,signal_strength,portfolio_value,entry_price,pnl,pnl_pct,reason,bars_held
2023-01-01 07:00:00,BUY,16541.04,5.743290627433341,0.5199999999999999,100000.0,,,,,
2023-01-12 00:00:00,SELL,17943.36,5.743290627433341,,108035.10601207662,16541.04,8053.931312662321,8.477822434381398,TAKE_PROFIT,171.0
2023-01-12 00:00:00,BUY,17943.36,0.26372518661184924,0.7,108035.10601207662,,,,,
2023-01-13 21:00:00,SELL,19455.66,0.26372518661184924,,110026.93436465043,17943.36,398.8315997130994,8.428187362901918,TAKE_PROFIT,37.0
2023-01-13 21:00:00,BUY,19455.66,5.121963863496229,0.7,110026.93436465043,,,,,
2023-01-16 02:00:00,SELL,21170.97,5.121963863496229,,116898.73040149508,19455.66,8785.755834693724,8.816508923367294,TAKE_PROFIT,32.0
2023-01-20 00:00:00,BUY,21079.04,5.269777902293092,0.5199999999999999,116928.2728353181,,,,,
2023-01-21 12:00:00,SELL,22891.62,5.269777902293092,,126463.77211212245,21079.04,9551.894030138403,8.598968453971324,TAKE_PROFIT,23.0
2023-01-25 01:00:00,BUY,22647.21,5.320964792149046,0.5199999999999999,126847.3758425324,,,,,
2023-01-30 10:00:00,SELL,23169.74,5.320964792149046,,130311.82329476718,22647.21,2780.363732841654,2.3072599229662316,STOP_LOSS,95.0
2023-02-01 00:00:00,BUY,23133.74,5.3600476157029675,0.5199999999999999,130524.15571504462,,,,,
2023-02-03 11:00:00,SELL,23430.98,5.3600476157029675,,132202.8974896595,23133.74,1593.220553291539,1.2848765482796898,STOP_LOSS,31.0
2023-02-07 04:00:00,BUY,22874.32,5.507779666541215,0.5199999999999999,132617.5942967969,,,,,
2023-02-09 04:00:00,SELL,22497.51,5.507779666541215,,130401.00445271398,22874.32,-2075.3864561494024,-1.6473057996915341,STOP_LOSS,44.0
2023-02-11 18:00:00,BUY,21703.42,5.716986130698678,0.5199999999999999,130608.58013550346,,,,,
2023-02-15 21:00:00,SELL,24102.81,5.716986130698678,,144449.80328959523,21703.42,13717.279352137119,11.055354409581541,TAKE_PROFIT,88.0
2023-02-15 21:00:00,BUY,24102.81,0.2622787205430953,0.7,144449.80328959523,,,,,
2023-02-17 00:00:00,SELL,23471.26,0.2622787205430953,,144519.64582482786,24102.81,-165.6421259589926,-2.620233906337077,STOP_LOSS,23.0
2023-02-17 00:00:00,BUY,23471.26,5.600272507456731,0.7,144519.64582482786,,,,,
2023-02-20 00:00:00,SELL,24310.99,5.600272507456731,,147053.97555379831,23471.26,4702.716832686659,3.5776945933026383,STOP_LOSS,43.0
2023-02-26 00:00:00,BUY,23153.13,6.002361065212481,0.5199999999999999,146287.8379471611,,,,,
2023-02-28 22:00:00,SELL,23105.15,6.002361065212481,,146189.28836208276,23153.13,-287.99328390889224,-0.20722900100331731,STOP_LOSS,53.0
2023-02-28 22:00:00,BUY,23105.15,0.30853051446881546,0.5199999999999999,146189.28836208276,,,,,
2023-03-02 18:00:00,SELL,23268.78,0.30853051446881546,,146338.87241465875,23105.15,50.484848082531464,0.7081970902590884,STOP_LOSS,36.0
2023-03-04 05:00:00,BUY,22337.21,6.225714728739185,0.5199999999999999,146384.31294309496,,,,,
2023-03-08 06:00:00,SELL,21947.11,6.225714728739185,,143865.3303043858,22337.21,-2428.651315681147,-1.7464132718454928,STOP_LOSS,65.0
2023-03-10 10:00:00,BUY,19866.86,6.894475112506725,0.5199999999999999,144180.60193016354,,,,,
2023-03-12 23:00:00,SELL,21729.28,6.894475112506725,,158500.88200595524,19866.86,12840.408339034762,9.374506087021285,TAKE_PROFIT,34.0
2023-03-12 23:00:00,BUY,21729.28,0.37987714004338197,0.7,158500.88200595524,,,,,
2023-03-13 16:00:00,SELL,24030.97,0.37987714004338197,,160886.20922485285,21729.28,874.3594144664527,10.592573706998131,TAKE_PROFIT,16.0
2023-03-13 16:00:00,BUY,24030.97,5.999321850734502,0.7,160886.20922485285,,,,,
2023-03-14 13:00:00,SELL,26141.6,5.999321850734502,,173751.02019673894,24030.97,12662.348677815746,8.78295799129205,TAKE_PROFIT,21.0
2023-03-16 14:00:00,BUY,24817.27,6.555307447690781,0.5199999999999999,171247.1945919505,,,,,
2023-03-17 22:00:00,SELL,27129.11,6.555307447690781,,185965.08969703605,24817.27,15154.821969869457,9.315448476000787,TAKE_PROFIT,26.0
2023-04-04 04:00:00,BUY,27872.99,6.38853832222949,0.5199999999999999,187439.64712644144,,,,,
2023-04-06 15:00:00,SELL,27959.27,6.38853832222949,,186124.06461965712,27872.99,551.2030864419529,0.3095469843744647,STOP_LOSS,30.0
2023-04-09 01:00:00,BUY,28031.98,6.33002590505177,0.5199999999999999,186782.27323146645,,,,,
2023-04-13 13:00:00,SELL,30275.0,6.33002590505177,,200481.69807750903,28031.98,14198.374705549224,8.001646690672581,TAKE_PROFIT,74.0
2023-04-13 13:00:00,BUY,30275.0,0.27739572624156367,0.5199999999999999,200481.69807750903,,,,,
2023-04-17 01:00:00,SELL,29779.72,0.27739572624156367,,199541.26429204826,30275.0,-137.38855529292132,-1.6359372419488039,STOP_LOSS,60.0
2023-04-17 15:00:00,BUY,29433.01,6.441636123375494,0.5199999999999999,199575.51624807593,,,,,
2023-04-19 09:00:00,SELL,29201.6,6.441636123375494,,198376.9319009645,29433.01,-1490.659015310322,-0.7862260774552099,STOP_LOSS,42.0
2023-04-22 08:00:00,BUY,27278.62,6.898585445476147,0.5199999999999999,198088.30621544688,,,,,
2023-04-26 13:00:00,SELL,29929.49,6.898585445476147,,216576.63765921464,27278.62,18287.253199849372,9.717756983307812,TAKE_PROFIT,75.0
2023-04-26 19:00:00,BUY,29730.87,6.894480977555142,0.5199999999999999,215767.2817485946,,,,,
2023-05-01 02:00:00,SELL,28459.96,6.894480977555142,,209699.18113402388,29730.87,-8762.264819184606,-4.2747151361530955,STOP_LOSS,56.0
