datetime,portfolio_value,cash,price
2023-01-01 00:00:00,100000.0,100000.0,16543.67
2023-01-01 04:00:00,99944.75402894279,48177.787207191635,16533.12
2023-01-01 08:00:00,99925.59165445153,48177.787207191635,16527.0
2023-01-01 12:00:00,100019.30568525605,48177.787207191635,16556.93
2023-01-01 16:00:00,100026.31936480841,48177.787207191635,16559.17
2023-01-01 20:00:00,100167.09393296651,48177.787207191635,16604.13
2023-01-02 00:00:00,100128.7262182625,75147.87794925174,16620.6
2023-01-02 04:00:00,100195.05383784973,75147.87794925174,16664.73
2023-01-02 08:00:00,100280.57483387314,75147.87794925174,16721.63
2023-01-02 12:00:00,100302.32331915361,75147.87794925174,16736.1
2023-01-02 16:00:00,100301.31630566792,75147.87794925174,16735.43
2023-01-02 20:00:00,100303.149972015,75147.87794925174,16736.65
2023-01-03 00:00:00,100196.6470233644,75147.87794925174,16665.79
2023-01-03 04:00:00,100168.7307530714,61178.948778965845,16692.84
2023-01-03 08:00:00,100266.64408958898,61178.948778965845,16734.76
2023-01-03 12:00:00,100237.84467548446,61178.948778965845,16722.43
2023-01-03 16:00:00,100124.44552262354,61178.948778965845,16673.88
2023-01-03 20:00:00,100063.55333075776,61178.948778965845,16647.81
2023-01-04 00:00:00,100049.28498892044,68305.269812695,16675.82
2023-01-04 04:00:00,100431.8124957934,68305.269812695,16876.77
2023-01-04 08:00:00,100420.60031855787,68305.269812695,16870.88
2023-01-04 12:00:00,100360.08501901325,68305.269812695,16839.09
2023-01-04 16:00:00,100371.96345465837,68305.269812695,16845.33
2023-01-04 20:00:00,100360.5799538318,68305.269812695,16839.35
2023-01-05 08:00:00,100330.61736135515,68305.269812695,16823.61
2023-01-05 12:00:00,100343.2762711372,68305.269812695,16830.26
2023-01-05 16:00:00,100289.76000328045,64882.171477847434,16842.37
2023-01-05 20:00:00,100336.05248464322,64882.171477847434,16864.39
2023-01-06 00:00:00,100264.74272225334,64882.171477847434,16830.47
2023-01-06 04:00:00,100271.49108125307,64882.171477847434,16833.68
2023-01-06 08:00:00,100187.56756372345,64882.171477847434,16793.76
2023-01-06 12:00:00,99982.12360901185,66490.75381718678,16735.0
2023-01-06 16:00:00,100197.86126443814,66490.75381718678,16842.8
2023-01-06 20:00:00,100424.06559832342,66490.75381718678,16955.83
2023-01-07 00:00:00,100417.2812694561,66490.75381718678,16952.44
2023-01-07 04:00:00,100418.00172915883,66490.75381718678,16952.8
2023-01-07 08:00:00,100405.8139525211,66490.75381718678,16946.71
2023-01-07 12:00:00,100336.6898465988,66490.75381718678,16912.17
2023-01-07 16:00:00,100388.66300904242,66490.75381718678,16938.14
2023-01-07 20:00:00,100328.70108184314,65874.85949014826,16943.86
2023-01-08 00:00:00,100336.16370244091,65874.85949014826,16947.53
2023-01-08 04:00:00,100326.26098791472,65874.85949014826,16942.66
2023-01-08 08:00:00,100348.01849210983,65874.85949014826,16953.36
2023-01-08 12:00:00,100295.94282085408,65874.85949014826,16927.75
2023-01-08 16:00:00,100367.57273298524,66089.72219146775,17004.48
2023-01-08 20:00:00,100212.49624477985,66089.72219146775,16927.55
2023-01-09 00:00:00,100629.9912593674,66089.72219146775,17134.66
2023-01-09 04:00:00,100759.68866286584,66089.72219146775,17199.0
2023-01-09 08:00:00,100759.36613279808,66089.72219146775,17198.84
2023-01-09 12:00:00,100850.84372326682,66089.72219146775,17244.22
2023-01-09 16:00:00,100913.9991421603,66089.72219146775,17275.55
2023-01-09 20:00:00,100969.03083497204,66089.72219146775,17302.85
2023-01-10 00:00:00,100645.53084777138,66649.54862779159,17182.31
2023-01-10 04:00:00,100695.4693363234,66649.54862779159,17207.55
2023-01-10 08:00:00,100681.91629961258,66649.54862779159,17200.7
2023-01-10 12:00:00,100784.64238224414,66649.54862779159,17252.62
2023-01-10 16:00:00,100934.43806244517,66649.54862779159,17328.33
2023-01-10 20:00:00,101057.14881864627,66325.1970893582,17432.47
2023-01-11 00:00:00,101074.24336381612,66325.1970893582,17441.05
2023-01-11 04:00:00,101023.07927058045,66325.1970893582,17415.37
2023-01-11 08:00:00,101084.44430452355,66325.1970893582,17446.17
2023-01-11 12:00:00,101054.698202031,66325.1970893582,17431.24
2023-01-11 16:00:00,100857.85192431742,66325.1970893582,17332.44
2023-01-11 20:00:00,101234.12711037762,66414.29491663788,17566.21
2023-01-12 00:00:00,101981.715788406,66414.29491663788,17943.36
2023-01-12 04:00:00,102533.99779151424,66414.29491663788,18221.98
2023-01-12 08:00:00,102223.1730425574,57306.49388937346,18123.11
