datetime,action,price,size,signal_strength,portfolio_value,entry_price,pnl,pnl_pct,reason,bars_held
2023-01-01 03:30:00,BUY,16530.19,3.133660290656066,0.5199999999999999,100000.0,,,,,
2023-01-02 02:45:00,SELL,16581.2,3.133660290656066,,100093.21097603839,16530.19,159.84801142637232,0.3085868946455017,"TIME_STOP_MIN_PROFIT (持倉80bars, 盈利不足: +0.31%)",80.0
2023-01-02 02:45:00,BUY,16581.2,1.5036958733788282,0.5199999999999999,100093.21097603839,,,,,
2023-01-03 01:30:00,SELL,16659.66,1.5036958733788282,,100139.53276627921,16581.2,117.97997822530155,0.4731865003739122,TRAILING_TP (鎖定利潤: 0.47%),72.0
2023-01-03 01:30:00,BUY,16659.66,2.3347311925990906,0.5199999999999999,100139.53276627921,,,,,
2023-01-04 16:45:00,SELL,16848.69,2.3347311925990906,,100493.33746397862,16659.66,441.33423733700334,1.1346570098069053,"TIME_STOP_MAX (持倉120bars, 盈虧: +1.13%)",120.0
2023-01-05 03:15:00,BUY,16834.42,3.0915966399294796,0.5199999999999999,100473.4291644047,,,,,
2023-01-06 03:30:00,SELL,16838.27,3.0915966399294796,,100442.66348051808,16834.42,11.902647063735245,0.02286981078054584,"TIME_STOP_MIN_PROFIT (持倉80bars, 盈利不足: +0.02%)",80.0
2023-01-06 11:00:00,BUY,16767.52,3.101287144662949,0.5199999999999999,100387.82668702489,,,,,
2023-01-08 06:45:00,SELL,16941.59,3.101287144662949,,100927.91370337982,16767.52,539.8410532714786,1.0381380192181044,"TIME_STOP_MAX (持倉120bars, 盈虧: +1.04%)",120.0
2023-01-08 11:45:00,BUY,16939.12,3.0851476407241814,0.5199999999999999,100887.42491108843,,,,,
2023-01-09 20:15:00,SELL,17246.65,3.0851476407241814,,101815.81124131233,16939.12,948.7754539519151,1.8155016317258577,TRAILING_TP (鎖定利潤: 1.82%),103.0
2023-01-09 22:15:00,BUY,17202.36,3.0636450966760727,0.5199999999999999,101741.16962404751,,,,,
2023-01-11 14:00:00,SELL,17410.96,3.0636450966760727,,102288.90353520255,17202.36,639.0763671666243,1.212624314338262,"TIME_STOP_MAX (持倉120bars, 盈虧: +1.21%)",120.0
2023-01-11 15:30:00,BUY,17398.42,3.040824699865047,0.5199999999999999,102134.25728692285,,,,,
2023-01-12 02:00:00,SELL,18218.04,3.040824699865047,,104686.05199731854,17398.42,2492.3207405033977,4.710887540362885,TAKE_PROFIT,37.0
