datetime,action,price,size,signal_strength,portfolio_value,entry_price,pnl,pnl_pct,reason,bars_held
2023-01-01 00:00:00,BUY,16543.67,3.131106943018085,0.5199999999999999,100000.0,,,,,
2023-01-01 22:00:00,SELL,16607.87,3.131106943018085,,100135.05030975594,16543.67,201.01706574176333,0.38806383347831375,"TIME_STOP_MIN_PROFIT (持倉20bars, 盈利不足: +0.39%)",20.0
2023-01-01 22:00:00,BUY,16607.87,1.501302046583899,0.5199999999999999,100135.05030975594,,,,,
2023-01-03 00:00:00,SELL,16665.79,1.501302046583899,,100131.27016744624,16607.87,86.95541453814228,0.348750321383795,"TIME_STOP_MIN_PROFIT (持倉20bars, 盈利不足: +0.35%)",20.0
2023-01-03 02:00:00,BUY,16674.46,3.110958832062126,0.5199999999999999,100142.00503256108,,,,,
2023-01-03 22:00:00,SELL,16664.96,3.110958832062126,,100058.55321968553,16674.46,-29.554108904590198,-0.05697335925720637,"TIME_STOP_MIN_PROFIT (持倉20bars, 盈利不足: -0.06%)",20.0
2023-01-03 23:00:00,BUY,16673.53,3.1077111614381394,0.5199999999999999,100031.88278296075,,,,,
2023-01-05 20:00:00,SELL,16864.39,3.1077111614381394,,100561.94285563246,16673.53,593.1377522720851,1.1446886172274295,"TIME_STOP_MAX (持倉30bars, 盈虧: +1.14%)",30.0
2023-01-05 22:00:00,BUY,16849.81,3.089256704262763,0.5199999999999999,100489.16700396479,,,,,
2023-01-06 18:00:00,SELL,16829.56,3.089256704262763,,100396.14074200296,16849.81,-62.55744826132095,-0.12017939668161892,"TIME_STOP_MIN_PROFIT (持倉20bars, 盈利不足: -0.12%)",20.0
2023-01-06 18:00:00,BUY,16829.56,1.4898755769838934,0.5199999999999999,100396.14074200296,,,,,
2023-01-08 23:00:00,SELL,16968.16,1.4898755769838934,,100688.03395380269,16829.56,206.49675496996545,0.8235509425082999,"TIME_STOP_MAX (持倉30bars, 盈虧: +0.82%)",30.0
2023-01-09 00:00:00,BUY,17134.66,4.004045787857583,0.7,100894.06352848798,,,,,
2023-01-09 21:00:00,SELL,17210.17,4.004045787857583,,100913.53071862305,17134.66,302.3454974411197,0.44068572122235583,"TIME_STOP_MIN_PROFIT (持倉20bars, 盈利不足: +0.44%)",20.0
2023-01-09 21:00:00,BUY,17210.17,0.963248416912653,0.5199999999999999,100913.53071862305,,,,,
2023-01-10 17:00:00,SELL,17289.05,0.963248416912653,,100784.59588329813,17210.17,75.98103512607105,0.45833364806973087,"TIME_STOP_MIN_PROFIT (持倉20bars, 盈利不足: +0.46%)",20.0
2023-01-10 21:00:00,BUY,17478.65,2.990251067449553,0.5199999999999999,100898.74868740761,,,,,
2023-01-11 17:00:00,SELL,17350.11,2.990251067449553,,100504.29103355548,17478.65,-384.3668722099681,-0.7354114877293205,"TIME_STOP_MIN_PROFIT (持倉20bars, 盈利不足: -0.74%)",20.0
2023-01-11 19:00:00,BUY,17493.28,2.977244756008146,0.5199999999999999,100543.9693926297,,,,,
2023-01-12 06:00:00,SELL,18104.87,2.977244756008146,,102118.68414747377,17493.28,1820.8531203270225,3.4961425187271855,TRAILING_TP (鎖定利潤: 3.50%),11.0
2023-01-12 06:00:00,BUY,18104.87,1.3795137125399985,0.5199999999999999,102118.68414747377,,,,,
2023-01-12 15:00:00,SELL,18022.43,1.3795137125399985,,101980.73788411148,18104.87,-113.72711046179568,-0.45534709721748445,TRAILING_TP (鎖定利潤: -0.46%),9.0
2023-01-12 15:00:00,BUY,18022.43,2.21653840004341,0.5199999999999999,101980.73788411148,,,,,
2023-01-13 00:00:00,SELL,18859.87,2.21653840004341,,103702.5504690111,18022.43,1856.2179177323503,4.646654197020039,TAKE_PROFIT,2.0
2023-01-13 01:00:00,BUY,18780.7,2.8533816340972407,0.5199999999999999,103452.71130403486,,,,,
2023-01-13 13:00:00,SELL,18868.0,2.8533816340972407,,103534.40205085918,18780.7,249.10021665668702,0.4648389037682277,TRAILING_TP (鎖定利潤: 0.46%),12.0
2023-01-13 13:00:00,BUY,18868.0,1.3643704177534999,0.5199999999999999,103534.40205085918,,,,,
2023-01-13 17:00:00,SELL,19118.69,1.3643704177534999,,103760.7614927541,18868.0,342.0340200266231,1.328651685393245,TRAILING_TP (鎖定利潤: 1.33%),4.0
2023-01-13 18:00:00,BUY,19277.18,2.792417089618599,0.5199999999999999,103918.77774450555,,,,,
2023-01-14 01:00:00,SELL,20860.93,2.792417089618599,,108215.55502863691,19277.18,4422.490565683456,8.215672624315374,TAKE_PROFIT,7.0
2023-01-14 04:00:00,BUY,20962.13,2.677185503911866,0.5199999999999999,108338.82348864104,,,,,
2023-01-15 05:00:00,SELL,20707.04,2.677185503911866,,107750.52912764694,20962.13,-682.9232501928783,-1.216908777877057,STOP_LOSS,7.0
2023-01-15 05:00:00,BUY,20707.04,1.308667093797805,0.5199999999999999,107750.52912764694,,,,,
2023-01-16 09:00:00,SELL,20750.95,1.308667093797805,,107772.72744240034,20707.04,57.46357208866143,0.21205348519151013,"TIME_STOP_MIN_PROFIT (持倉28bars, 盈利不足: +0.21%)",28.0
2023-01-16 10:00:00,BUY,20831.77,2.68141669723769,0.5199999999999999,107835.24307145792,,,,,
2023-01-16 22:00:00,SELL,21132.77,2.68141669723769,,108509.64511241349,20831.77,807.1064258685446,1.4449084259282818,TRAILING_TP (鎖定利潤: 1.44%),12.0
2023-01-17 00:00:00,BUY,21180.71,2.655135413385556,0.5199999999999999,108566.8980726826,,,,,
2023-01-18 00:00:00,SELL,21147.47,2.655135413385556,,108611.53209379256,21180.71,-88.25670114093047,-0.1569352491016529,STOP_LOSS,19.0
2023-01-18 00:00:00,BUY,21147.47,1.2850419571381853,0.5199999999999999,108611.53209379256,,,,,
2023-01-19 06:00:00,SELL,20817.36,1.2850419571381853,,108160.60809650613,21147.47,-424.20520047088706,-1.5609905109216449,TRAILING_TP (鎖定利潤: -1.56%),16.0
2023-01-19 06:00:00,BUY,20817.36,2.0257171522662705,0.5199999999999999,108160.60809650613,,,,,
2023-01-19 22:00:00,SELL,20931.94,2.0257171522662705,,108294.0792571597,20817.36,232.10667130666545,0.5504060072939021,TRAILING_TP (鎖定利潤: 0.55%),15.0
2023-01-19 23:00:00,BUY,21071.16,2.6676458494343924,0.5199999999999999,108514.27126789189,,,,,
2023-01-20 21:00:00,SELL,22249.67,2.6676458494343924,,111572.62607501703,21071.16,3143.8473100169217,5.593000100611434,TAKE_PROFIT,22.0
2023-01-20 21:00:00,BUY,22249.67,1.5959114291941334,0.7,111572.62607501703,,,,,
2023-01-21 19:00:00,SELL,23258.76,1.5959114291941334,,113135.68842043602,22249.67,1610.4182640855083,4.535303220227527,TAKE_PROFIT,21.0
2023-01-21 19:00:00,BUY,23258.76,1.6929830123752205,0.5199999999999999,113135.68842043602,,,,,
2023-01-22 00:00:00,SELL,22774.63,1.6929830123752205,,112214.671267133,23258.76,-819.6238657812111,-2.081495316173332,STOP_LOSS,3.0
2023-01-22 00:00:00,BUY,22774.63,1.6753133532423137,0.5199999999999999,112214.671267133,,,,,
2023-01-22 20:00:00,SELL,22711.28,1.6753133532423137,,112013.23202587134,22774.63,-106.13110092790423,-0.2781603916287678,"TIME_STOP_MIN_PROFIT (持倉20bars, 盈利不足: -0.28%)",20.0
2023-01-22 22:00:00,BUY,22613.5,2.5548940032726692,0.5199999999999999,111534.93348070756,,,,,
2023-01-23 14:00:00,SELL,22779.94,2.5548940032726692,,111544.940310697,22613.5,425.23655790469974,0.7360205187166846,TRAILING_TP (鎖定利潤: 0.74%),11.0
2023-01-24 01:00:00,BUY,22990.74,2.5188140207884717,0.5199999999999999,111794.20513571885,,,,,
2023-01-24 10:00:00,SELL,22855.48,2.5188140207884717,,111120.05901036752,22990.74,-340.6947844518538,-0.5883238208078678,STOP_LOSS,9.0
2023-01-24 12:00:00,BUY,22921.59,2.5124455330191116,0.5199999999999999,111176.15136138137,,,,,
2023-01-24 23:00:00,SELL,22772.93,2.5124455330191116,,110616.39671185483,22921.59,-373.5001529386208,-0.6485588477937121,STOP_LOSS,11.0
2023-01-24 23:00:00,BUY,22772.93,1.2146674555303913,0.5199999999999999,110616.39671185483,,,,,
2023-01-25 02:00:00,SELL,22493.91,1.2146674555303913,,109978.29923698824,22772.93,-338.9165134420903,-1.2252266177430804,STOP_LOSS,3.0
2023-01-25 02:00:00,BUY,22493.91,1.9034326013041645,0.5199999999999999,109978.29923698824,,,,,
2023-01-25 15:00:00,SELL,22441.68,1.9034326013041645,,109748.29625675653,22493.91,-99.41628476611568,-0.23219618109968643,TRAILING_TP (鎖定利潤: -0.23%),13.0
2023-01-25 17:00:00,BUY,22643.73,2.515107836005692,0.5199999999999999,109944.83158184784,,,,,
2023-01-26 08:00:00,SELL,22984.35,2.515107836005692,,110912.82893152564,22643.73,856.6960311002563,1.5042574699486222,TRAILING_TP (鎖定利潤: 1.50%),8.0
2023-01-26 11:00:00,BUY,22933.04,2.5048280418726683,0.5199999999999999,110894.44339264014,,,,,
2023-01-27 02:00:00,SELL,22612.55,2.5048280418726683,,109884.0384929151,22933.04,-802.7723391397755,-1.397503340159012,STOP_LOSS,15.0
2023-01-27 05:00:00,BUY,22818.08,2.5027024042423696,0.5199999999999999,110244.91057180453,,,,,
2023-01-27 14:00:00,SELL,22900.19,2.5027024042423696,,109825.62112537454,22818.08,205.49689441233332,0.3598462272022651,TRAILING_TP (鎖定利潤: 0.36%),9.0
2023-01-27 14:00:00,BUY,22900.19,1.18784468457989,0.5199999999999999,109825.62112537454,,,,,
2023-01-28 00:00:00,SELL,23062.61,1.18784468457989,,109980.1345628671,22900.19,192.929733669468,0.7092517572998336,TRAILING_TP (鎖定利潤: 0.71%),6.0
2023-01-28 06:00:00,BUY,23064.88,2.469977066567667,0.5199999999999999,109980.16340373603,,,,,
2023-01-29 03:00:00,SELL,23151.2,2.469977066567667,,110199.02918309429,23064.88,213.2084203861203,0.3742486412242396,"TIME_STOP_MIN_PROFIT (持倉21bars, 盈利不足: +0.37%)",21.0
2023-01-29 03:00:00,BUY,23151.2,1.1862166017285827,0.5199999999999999,110199.02918309429,,,,,
