datetime,portfolio_value,cash,price
2023-01-01 00:00:00,100000.0,100000.0,16543.67
2023-01-01 03:00:00,99823.14516367891,4879.018497709394,16533.94
2023-01-01 04:00:00,99818.4364140484,4879.018497709394,16533.12
2023-01-01 05:00:00,99751.02090104554,4879.018497709394,16521.38
2023-01-01 06:00:00,99822.51350214313,4879.018497709394,16533.83
2023-01-01 07:00:00,99863.91604462614,4879.018497709394,16541.04
2023-01-01 08:00:00,99783.29306314742,4879.018497709394,16527.0
2023-01-01 09:00:00,99700.94736838924,4879.018497709394,16512.66
2023-01-01 10:00:00,99847.03345448742,4879.018497709394,16538.1
2023-01-01 11:00:00,99902.56224586202,4879.018497709394,16547.77
2023-01-01 12:00:00,99955.16242466152,4879.018497709394,16556.93
2023-01-01 13:00:00,99991.5116748581,4879.018497709394,16563.26
2023-01-01 14:00:00,99906.69675773273,4879.018497709394,16548.49
2023-01-01 15:00:00,99886.25389348312,4879.018497709394,16544.93
2023-01-01 16:00:00,99968.02535048148,4879.018497709394,16559.17
2023-01-01 17:00:00,100010.23182582825,4879.018497709394,16566.52
2023-01-01 18:00:00,100125.65361555204,4879.018497709394,16586.62
2023-01-01 19:00:00,100205.58751171899,4879.018497709394,16600.54
2023-01-01 20:00:00,100226.20264729652,4879.018497709394,16604.13
2023-01-01 21:00:00,100237.05574095712,4879.018497709394,16606.02
2023-01-01 22:00:00,100247.67913951378,4879.018497709394,16607.87
2023-01-01 23:00:00,100221.83844032188,4879.018497709394,16603.37
2023-01-02 00:00:00,100320.77960633885,4879.018497709394,16620.6
2023-01-02 01:00:00,100097.91793175276,4879.018497709394,16581.79
2023-01-02 02:00:00,99979.68237700584,4879.018497709394,16561.2
2023-01-02 03:00:00,100135.58792879693,4879.018497709394,16588.35
2023-01-02 04:00:00,100574.1907297474,4879.018497709394,16664.73
2023-01-02 05:00:00,100435.91427718276,4879.018497709394,16640.65
2023-01-02 06:00:00,100491.2133734534,4879.018497709394,16650.28
2023-01-02 07:00:00,100437.6944142382,4879.018497709394,16640.96
2023-01-02 08:00:00,100900.93201508494,4879.018497709394,16721.63
2023-01-02 10:00:00,100901.50625284475,4879.018497709394,16721.73
2023-01-02 11:00:00,100947.96208761417,4879.018497709394,16729.82
2023-01-02 15:00:00,100773.33638485294,4879.018497709394,16699.41
2023-01-02 18:00:00,100869.29151451885,4879.018497709394,16716.12
2023-01-02 19:00:00,100920.97291290264,4879.018497709394,16725.12
